"value","market","date"
"2.53","","2010-06-23"
"2.59","","2010-06-22"
"2.65","","2010-06-21"
"2.65","","2010-06-18"
"2.63","","2010-06-17"
"2.7","","2010-06-16"
"2.76","","2010-06-15"
"2.76","","2010-06-14"
"2.73","","2010-06-11"
"2.76","","2010-06-10"
"2.65","","2010-06-09"
"2.61","","2010-06-08"
"2.58","","2010-06-07"
"2.55","","2010-06-04"
"2.69","","2010-06-03"
"2.68","","2010-06-02"
"2.61","","2010-06-01"
"2.75","","2010-05-31"
"2.64","","2010-05-28"
"2.71","","2010-05-27"
"2.55","","2010-05-26"
"2.52","","2010-05-25"
"2.62","","2010-05-21"
"2.57","","2010-05-20"
"2.69","","2010-05-19"
"2.71","","2010-05-18"
"2.81","","2010-05-17"
"2.76","","2010-05-14"
"2.87","","2010-05-13"
"2.96","","2010-05-12"
"2.93","","2010-05-11"
"2.91","","2010-05-10"
"2.8","","2010-05-07"
"2.74","","2010-05-06"
"2.83","","2010-05-05"
"2.85","","2010-05-04"
"2.98","","2010-05-03"
"2.99","","2010-04-30"
"3.08","","2010-04-29"
"3.09","","2010-04-28"
"3.01","","2010-04-27"
"3.09","","2010-04-26"
"3.11","","2010-04-23"
"3.16","","2010-04-22"
"3.2","","2010-04-21"
"3.19","","2010-04-20"
"3.06","","2010-04-19"
"3.09","","2010-04-16"
"3.14","","2010-04-15"
"3.12","","2010-04-14"
"3.1","","2010-04-13"
"3.06","","2010-04-12"
"3.04","","2010-04-09"
"3.05","","2010-04-08"
"2.98","","2010-04-07"
"3.04","","2010-04-06"
"3.02","","2010-04-05"
"2.89","","2010-04-01"
"2.9","","2010-03-31"
"2.92","","2010-03-30"
"2.9","","2010-03-29"
"2.86","","2010-03-26"
"2.86","","2010-03-25"
"2.86","","2010-03-24"
"2.8","","2010-03-23"
"2.78","","2010-03-22"
"2.82","","2010-03-19"
"2.76","","2010-03-18"
"2.79","","2010-03-17"
"2.75","","2010-03-16"
"2.79","","2010-03-15"
"2.83","","2010-03-12"
"2.79","","2010-03-11"
"2.81","","2010-03-10"
"2.79","","2010-03-09"
"2.79","","2010-03-08"
"2.76","","2010-03-05"
"2.59","","2010-03-04"
"2.6","","2010-03-03"
"2.53","","2010-03-02"
"2.52","","2010-03-01"
"2.49","","2010-02-26"
"2.49","","2010-02-25"
"2.54","","2010-02-24"
"2.51","","2010-02-23"
"2.58","","2010-02-22"
"2.58","","2010-02-19"
"2.56","","2010-02-18"
"2.52","","2010-02-17"
"2.5","","2010-02-16"
"2.52","","2010-02-12"
"2.54","","2010-02-11"
"2.51","","2010-02-10"
"2.45","","2010-02-09"
"2.41","","2010-02-08"
"2.42","","2010-02-05"
"2.43","","2010-02-04"
"2.5","","2010-02-03"
"2.45","","2010-02-02"
"2.47","","2010-02-01"
"2.45","","2010-01-29"
"2.44","","2010-01-28"
"2.46","","2010-01-27"
"2.44","","2010-01-26"
"2.47","","2010-01-25"
"2.46","","2010-01-22"
"2.5","","2010-01-21"
"2.54","","2010-01-20"
"2.6","","2010-01-19"
"2.61","","2010-01-18"
"2.63","","2010-01-15"
"2.69","","2010-01-14"
"2.72","","2010-01-13"
"2.66","","2010-01-12"
"2.7","","2010-01-11"
"2.69","","2010-01-08"
"2.75","","2010-01-07"
"2.74","","2010-01-06"
"2.7","","2010-01-05"
"2.75","","2010-01-04"
"2.77","","2009-12-31"
"2.74","","2009-12-30"
"2.75","","2009-12-29"
"2.74","","2009-12-24"
"2.7","","2009-12-23"
"2.74","","2009-12-22"
"2.68","","2009-12-21"
"2.57","","2009-12-18"
"2.54","","2009-12-17"
"2.59","","2009-12-16"
"2.57","","2009-12-15"
"2.56","","2009-12-14"
"2.54","","2009-12-11"
"2.51","","2009-12-10"
"2.47","","2009-12-09"
"2.46","","2009-12-08"
"2.48","","2009-12-07"
"2.53","","2009-12-04"
"2.38","","2009-12-03"
"2.39","","2009-12-02"
"2.38","","2009-12-01"
"2.37","","2009-11-30"
"2.37","","2009-11-27"
"2.35","","2009-11-26"
"2.41","","2009-11-25"
"2.45","","2009-11-24"
"2.54","","2009-11-23"
"2.56","","2009-11-20"
"2.58","","2009-11-19"
"2.62","","2009-11-18"
"2.59","","2009-11-17"
"2.63","","2009-11-16"
"2.69","","2009-11-13"
"2.7","","2009-11-12"
"2.71","","2009-11-10"
"2.72","","2009-11-09"
"2.73","","2009-11-06"
"2.74","","2009-11-05"
"2.69","","2009-11-04"
"2.68","","2009-11-03"
"2.69","","2009-11-02"
"2.68","","2009-10-30"
"2.76","","2009-10-29"
"2.7","","2009-10-28"
"2.73","","2009-10-27"
"2.81","","2009-10-26"
"2.77","","2009-10-23"
"2.73","","2009-10-22"
"2.72","","2009-10-21"
"2.7","","2009-10-20"
"2.81","","2009-10-19"
"2.78","","2009-10-16"
"2.88","","2009-10-15"
"2.86","","2009-10-14"
"2.82","","2009-10-13"
"2.86","","2009-10-09"
"2.63","","2009-10-08"
"2.54","","2009-10-07"
"2.55","","2009-10-06"
"2.48","","2009-10-05"
"2.5","","2009-10-02"
"2.51","","2009-10-01"
"2.57","","2009-09-30"
"2.58","","2009-09-29"
"2.57","","2009-09-28"
"2.6","","2009-09-25"
"2.62","","2009-09-24"
"2.63","","2009-09-23"
"2.64","","2009-09-22"
"2.63","","2009-09-21"
"2.63","","2009-09-18"
"2.59","","2009-09-17"
"2.62","","2009-09-16"
"2.59","","2009-09-15"
"2.58","","2009-09-14"
"2.55","","2009-09-11"
"2.56","","2009-09-10"
"2.62","","2009-09-09"
"2.63","","2009-09-08"
"2.61","","2009-09-04"
"2.57","","2009-09-03"
"2.56","","2009-09-02"
"2.57","","2009-09-01"
"2.6","","2009-08-31"
"2.64","","2009-08-28"
"2.64","","2009-08-27"
"2.65","","2009-08-26"
"2.54","","2009-08-25"
"2.56","","2009-08-24"
"2.62","","2009-08-21"
"2.5","","2009-08-20"
"2.52","","2009-08-19"
"2.53","","2009-08-18"
"2.51","","2009-08-17"
"2.58","","2009-08-14"
"2.61","","2009-08-13"
"2.62","","2009-08-12"
"2.61","","2009-08-11"
"2.66","","2009-08-10"
"2.73","","2009-08-07"
"2.67","","2009-08-06"
"2.7","","2009-08-05"
"2.66","","2009-08-04"
"2.6","","2009-07-31"
"2.68","","2009-07-30"
"2.66","","2009-07-29"
"2.68","","2009-07-28"
"2.7","","2009-07-27"
"2.67","","2009-07-24"
"2.65","","2009-07-23"
"2.52","","2009-07-22"
"2.49","","2009-07-21"
"2.52","","2009-07-20"
"2.55","","2009-07-17"
"2.51","","2009-07-16"
"2.57","","2009-07-15"
"2.54","","2009-07-14"
"2.43","","2009-07-13"
"2.39","","2009-07-10"
"2.42","","2009-07-09"
"2.39","","2009-07-08"
"2.42","","2009-07-07"
"2.41","","2009-07-06"
"2.42","","2009-07-03"
"2.42","","2009-07-02"
"2.46","","2009-06-30"
"2.49","","2009-06-29"
"2.49","","2009-06-26"
"2.53","","2009-06-25"
"2.57","","2009-06-24"
"2.55","","2009-06-23"
"2.54","","2009-06-22"
"2.64","","2009-06-19"
"2.65","","2009-06-18"
"2.59","","2009-06-17"
"2.65","","2009-06-16"
"2.72","","2009-06-15"
"2.71","","2009-06-12"
"2.74","","2009-06-11"
"2.82","","2009-06-10"
"2.68","","2009-06-09"
"2.71","","2009-06-08"
"2.58","","2009-06-05"
"2.47","","2009-06-04"
"2.41","","2009-06-03"
"2.48","","2009-06-02"
"2.51","","2009-06-01"
"2.45","","2009-05-29"
"2.51","","2009-05-28"
"2.57","","2009-05-27"
"2.42","","2009-05-26"
"2.28","","2009-05-25"
"2.27","","2009-05-22"
"2.26","","2009-05-21"
"2.15","","2009-05-20"
"2.16","","2009-05-19"
"2.13","","2009-05-15"
"2.11","","2009-05-14"
"2.09","","2009-05-13"
"2.1","","2009-05-12"
"2.07","","2009-05-11"
"2.14","","2009-05-08"
"2.1","","2009-05-07"
"2.03","","2009-05-06"
"2.01","","2009-05-05"
"2.03","","2009-05-04"
"2.01","","2009-05-01"
"2.02","","2009-04-30"
"2.01","","2009-04-29"
"1.97","","2009-04-28"
"1.93","","2009-04-27"
"1.94","","2009-04-24"
"1.93","","2009-04-23"
"1.89","","2009-04-22"
"1.87","","2009-04-21"
"1.86","","2009-04-20"
"1.97","","2009-04-17"
"1.9","","2009-04-16"
"1.88","","2009-04-15"
"1.84","","2009-04-14"
"1.86","","2009-04-13"
"1.87","","2009-04-09"
"1.82","","2009-04-08"
"1.86","","2009-04-07"
"1.91","","2009-04-06"
"1.88","","2009-04-03"
"1.82","","2009-04-02"
"1.75","","2009-04-01"
"1.75","","2009-03-31"
"1.8","","2009-03-30"
"1.9","","2009-03-27"
"1.89","","2009-03-26"
"1.95","","2009-03-25"
"1.87","","2009-03-24"
"1.76","","2009-03-23"
"1.73","","2009-03-20"
"1.71","","2009-03-19"
"1.7","","2009-03-18"
"1.91","","2009-03-17"
"1.87","","2009-03-16"
"1.87","","2009-03-13"
"1.91","","2009-03-12"
"1.88","","2009-03-11"
"1.92","","2009-03-10"
"1.86","","2009-03-09"
"1.87","","2009-03-06"
"1.81","","2009-03-05"
"1.88","","2009-03-04"
"1.87","","2009-03-03"
"1.91","","2009-03-02"
"2.05","","2009-02-27"
"2.1","","2009-02-26"
"2.11","","2009-02-25"
"2.04","","2009-02-24"
"2","","2009-02-23"
"2.05","","2009-02-20"
"2.09","","2009-02-19"
"2.07","","2009-02-18"
"2.01","","2009-02-17"
"2.11","","2009-02-13"
"2.08","","2009-02-12"
"2.12","","2009-02-11"
"1.94","","2009-02-10"
"1.99","","2009-02-09"
"1.93","","2009-02-06"
"1.97","","2009-02-05"
"2.09","","2009-02-04"
"2.08","","2009-02-03"
"2.02","","2009-02-02"
"2.11","","2009-01-30"
"2.11","","2009-01-29"
"2.03","","2009-01-28"
"1.94","","2009-01-27"
"1.95","","2009-01-26"
"1.83","","2009-01-23"
"1.74","","2009-01-22"
"1.69","","2009-01-21"
"1.64","","2009-01-20"
"1.64","","2009-01-19"
"1.58","","2009-01-16"
"1.56","","2009-01-15"
"1.52","","2009-01-14"
"1.69","","2009-01-13"
"1.72","","2009-01-12"
"1.77","","2009-01-09"
"1.82","","2009-01-08"
"1.85","","2009-01-07"
"1.84","","2009-01-06"
"1.86","","2009-01-05"
"1.83","","2009-01-02"
"1.69","","2008-12-31"
"1.67","","2008-12-30"
"1.67","","2008-12-29"
"1.82","","2008-12-24"
"1.82","","2008-12-23"
"1.85","","2008-12-22"
"1.84","","2008-12-19"
"1.79","","2008-12-18"
"1.89","","2008-12-17"
"1.93","","2008-12-16"
"2.11","","2008-12-15"
"2.15","","2008-12-12"
"2.15","","2008-12-11"
"2.2","","2008-12-10"
"2.18","","2008-12-09"
"2.21","","2008-12-08"
"2.21","","2008-12-05"
"2.17","","2008-12-04"
"2.27","","2008-12-03"
"2.26","","2008-12-02"
"2.26","","2008-12-01"
"2.44","","2008-11-28"
"2.47","","2008-11-27"
"2.48","","2008-11-26"
"2.52","","2008-11-25"
"2.59","","2008-11-24"
"2.57","","2008-11-21"
"2.51","","2008-11-20"
"2.64","","2008-11-19"
"2.67","","2008-11-18"
"2.67","","2008-11-17"
"2.69","","2008-11-14"
"2.75","","2008-11-13"
"2.69","","2008-11-12"
"2.77","","2008-11-10"
"2.76","","2008-11-07"
"2.74","","2008-11-06"
"2.79","","2008-11-05"
"2.8","","2008-11-04"
"2.82","","2008-11-03"
"2.8","","2008-10-31"
"2.78","","2008-10-30"
"2.8","","2008-10-29"
"2.79","","2008-10-28"
"2.76","","2008-10-27"
"2.8","","2008-10-24"
"2.8","","2008-10-23"
"2.77","","2008-10-22"
"2.84","","2008-10-21"
"2.88","","2008-10-20"
"2.92","","2008-10-17"
"2.96","","2008-10-16"
"2.95","","2008-10-15"
"3.03","","2008-10-14"
"2.93","","2008-10-10"
"2.76","","2008-10-09"
"2.78","","2008-10-08"
"2.77","","2008-10-07"
"2.74","","2008-10-06"
"2.94","","2008-10-03"
"3.02","","2008-10-02"
"3.11","","2008-10-01"
"3.17","","2008-09-30"
"2.89","","2008-09-29"
"3.14","","2008-09-26"
"3.17","","2008-09-25"
"3.13","","2008-09-24"
"3.14","","2008-09-23"
"3.13","","2008-09-22"
"3.18","","2008-09-19"
"2.94","","2008-09-18"
"2.9","","2008-09-17"
"2.91","","2008-09-16"
"2.81","","2008-09-15"
"3.09","","2008-09-12"
"3.01","","2008-09-11"
"2.98","","2008-09-10"
"2.98","","2008-09-09"
"3.01","","2008-09-08"
"3","","2008-09-05"
"2.95","","2008-09-04"
"2.98","","2008-09-03"
"2.96","","2008-09-02"
"3.02","","2008-08-29"
"3.02","","2008-08-28"
"3.03","","2008-08-27"
"3.08","","2008-08-26"
"3.12","","2008-08-25"
"3.17","","2008-08-22"
"3.12","","2008-08-21"
"3.09","","2008-08-20"
"3.06","","2008-08-19"
"3.05","","2008-08-18"
"3.09","","2008-08-15"
"3.11","","2008-08-14"
"3.12","","2008-08-13"
"3.08","","2008-08-12"
"3.11","","2008-08-11"
"3.08","","2008-08-08"
"3.12","","2008-08-07"
"3.2","","2008-08-06"
"3.21","","2008-08-05"
"3.19","","2008-08-01"
"3.24","","2008-07-31"
"3.37","","2008-07-30"
"3.35","","2008-07-29"
"3.34","","2008-07-28"
"3.42","","2008-07-25"
"3.37","","2008-07-24"
"3.46","","2008-07-23"
"3.45","","2008-07-22"
"3.4","","2008-07-21"
"3.4","","2008-07-18"
"3.36","","2008-07-17"
"3.32","","2008-07-16"
"3.28","","2008-07-15"
"3.34","","2008-07-14"
"3.4","","2008-07-11"
"3.37","","2008-07-10"
"3.39","","2008-07-09"
"3.42","","2008-07-08"
"3.37","","2008-07-07"
"3.41","","2008-07-04"
"3.44","","2008-07-03"
"3.45","","2008-07-02"
"3.45","","2008-06-30"
"3.39","","2008-06-27"
"3.38","","2008-06-26"
"3.42","","2008-06-25"
"3.42","","2008-06-24"
"3.52","","2008-06-23"
"3.52","","2008-06-20"
"3.57","","2008-06-19"
"3.5","","2008-06-18"
"3.52","","2008-06-17"
"3.6","","2008-06-16"
"3.6","","2008-06-13"
"3.59","","2008-06-12"
"3.49","","2008-06-11"
"3.56","","2008-06-10"
"3.35","","2008-06-09"
"3.22","","2008-06-06"
"3.25","","2008-06-05"
"3.21","","2008-06-04"
"3.18","","2008-06-03"
"3.24","","2008-06-02"
"3.34","","2008-05-30"
"3.37","","2008-05-29"
"3.34","","2008-05-28"
"3.32","","2008-05-27"
"3.29","","2008-05-26"
"3.27","","2008-05-23"
"3.3","","2008-05-22"
"3.2","","2008-05-21"
"3.1","","2008-05-20"
"3.16","","2008-05-16"
"3.14","","2008-05-15"
"3.19","","2008-05-14"
"3.18","","2008-05-13"
"3.13","","2008-05-12"
"3.14","","2008-05-09"
"3.1","","2008-05-08"
"3.13","","2008-05-07"
"3.16","","2008-05-06"
"3.1","","2008-05-05"
"3.09","","2008-05-02"
"3.04","","2008-05-01"
"3.04","","2008-04-30"
"3.18","","2008-04-29"
"3.2","","2008-04-28"
"3.25","","2008-04-25"
"3.2","","2008-04-24"
"3.12","","2008-04-23"
"3.13","","2008-04-22"
"3.16","","2008-04-21"
"3.18","","2008-04-18"
"3.16","","2008-04-17"
"3.12","","2008-04-16"
"3.06","","2008-04-15"
"3","","2008-04-14"
"3.01","","2008-04-11"
"3.09","","2008-04-10"
"3.03","","2008-04-09"
"3.1","","2008-04-08"
"3.1","","2008-04-07"
"3.04","","2008-04-04"
"3.1","","2008-04-03"
"3.16","","2008-04-02"
"3.05","","2008-04-01"
"2.91","","2008-03-31"
"2.91","","2008-03-28"
"2.92","","2008-03-27"
"2.93","","2008-03-26"
"3","","2008-03-25"
"3.05","","2008-03-24"
"2.91","","2008-03-20"
"2.89","","2008-03-19"
"2.9","","2008-03-18"
"2.74","","2008-03-17"
"2.86","","2008-03-14"
"2.93","","2008-03-13"
"2.97","","2008-03-12"
"3.03","","2008-03-11"
"2.94","","2008-03-10"
"2.97","","2008-03-07"
"2.95","","2008-03-06"
"3.06","","2008-03-05"
"3.08","","2008-03-04"
"3.09","","2008-03-03"
"3.14","","2008-02-29"
"3.26","","2008-02-28"
"3.4","","2008-02-27"
"3.43","","2008-02-26"
"3.51","","2008-02-25"
"3.47","","2008-02-22"
"3.43","","2008-02-21"
"3.5","","2008-02-20"
"3.48","","2008-02-19"
"3.35","","2008-02-15"
"3.41","","2008-02-14"
"3.42","","2008-02-13"
"3.41","","2008-02-12"
"3.36","","2008-02-11"
"3.39","","2008-02-08"
"3.43","","2008-02-07"
"3.35","","2008-02-06"
"3.34","","2008-02-05"
"3.46","","2008-02-04"
"3.44","","2008-02-01"
"3.5","","2008-01-31"
"3.5","","2008-01-30"
"3.56","","2008-01-29"
"3.47","","2008-01-28"
"3.49","","2008-01-25"
"3.58","","2008-01-24"
"3.48","","2008-01-23"
"3.38","","2008-01-22"
"3.36","","2008-01-21"
"3.47","","2008-01-18"
"3.46","","2008-01-17"
"3.52","","2008-01-16"
"3.47","","2008-01-15"
"3.5","","2008-01-14"
"3.49","","2008-01-11"
"3.61","","2008-01-10"
"3.65","","2008-01-09"
"3.63","","2008-01-08"
"3.68","","2008-01-07"
"3.7","","2008-01-04"
"3.76","","2008-01-03"
"3.76","","2008-01-02"
"3.87","","2007-12-31"
"3.89","","2007-12-28"
"3.96","","2007-12-27"
"3.98","","2007-12-24"
"3.96","","2007-12-21"
"3.88","","2007-12-20"
"3.85","","2007-12-19"
"3.89","","2007-12-18"
"3.94","","2007-12-17"
"4.02","","2007-12-14"
"4.02","","2007-12-13"
"3.87","","2007-12-12"
"3.76","","2007-12-11"
"3.89","","2007-12-10"
"3.85","","2007-12-07"
"3.76","","2007-12-06"
"3.71","","2007-12-05"
"3.65","","2007-12-04"
"3.69","","2007-12-03"
"3.8","","2007-11-30"
"3.8","","2007-11-29"
"3.91","","2007-11-28"
"3.81","","2007-11-27"
"3.68","","2007-11-26"
"3.78","","2007-11-23"
"3.75","","2007-11-22"
"3.76","","2007-11-21"
"3.86","","2007-11-20"
"3.84","","2007-11-19"
"3.99","","2007-11-16"
"3.97","","2007-11-15"
"4.07","","2007-11-14"
"4.11","","2007-11-13"
"4.05","","2007-11-09"
"4.12","","2007-11-08"
"4.13","","2007-11-07"
"4.21","","2007-11-06"
"4.2","","2007-11-05"
"4.2","","2007-11-02"
"4.16","","2007-11-01"
"4.23","","2007-10-31"
"4.17","","2007-10-30"
"4.18","","2007-10-29"
"4.2","","2007-10-26"
"4.23","","2007-10-25"
"4.19","","2007-10-24"
"4.22","","2007-10-23"
"4.23","","2007-10-22"
"4.21","","2007-10-19"
"4.3","","2007-10-18"
"4.36","","2007-10-17"
"4.38","","2007-10-16"
"4.41","","2007-10-15"
"4.42","","2007-10-12"
"4.36","","2007-10-11"
"4.39","","2007-10-10"
"4.43","","2007-10-09"
"4.35","","2007-10-05"
"4.2","","2007-10-04"
"4.24","","2007-10-03"
"4.19","","2007-10-02"
"4.19","","2007-10-01"
"4.2","","2007-09-28"
"4.27","","2007-09-27"
"4.29","","2007-09-26"
"4.26","","2007-09-25"
"4.27","","2007-09-24"
"4.27","","2007-09-21"
"4.39","","2007-09-20"
"4.3","","2007-09-19"
"4.23","","2007-09-18"
"4.27","","2007-09-17"
"4.27","","2007-09-14"
"4.29","","2007-09-13"
"4.27","","2007-09-12"
"4.25","","2007-09-11"
"4.19","","2007-09-10"
"4.2","","2007-09-07"
"4.29","","2007-09-06"
"4.27","","2007-09-05"
"4.36","","2007-09-04"
"4.38","","2007-08-31"
"4.28","","2007-08-30"
"4.3","","2007-08-29"
"4.2","","2007-08-28"
"4.26","","2007-08-27"
"4.32","","2007-08-24"
"4.32","","2007-08-23"
"4.31","","2007-08-22"
"4.22","","2007-08-21"
"4.24","","2007-08-20"
"4.31","","2007-08-17"
"4.35","","2007-08-16"
"4.36","","2007-08-15"
"4.36","","2007-08-14"
"4.43","","2007-08-13"
"4.53","","2007-08-10"
"4.52","","2007-08-09"
"4.6","","2007-08-08"
"4.54","","2007-08-07"
"4.53","","2007-08-03"
"4.56","","2007-08-02"
"4.57","","2007-08-01"
"4.56","","2007-07-31"
"4.57","","2007-07-30"
"4.52","","2007-07-27"
"4.56","","2007-07-26"
"4.63","","2007-07-25"
"4.62","","2007-07-24"
"4.6","","2007-07-23"
"4.58","","2007-07-20"
"4.63","","2007-07-19"
"4.63","","2007-07-18"
"4.66","","2007-07-17"
"4.62","","2007-07-16"
"4.65","","2007-07-13"
"4.66","","2007-07-12"
"4.61","","2007-07-11"
"4.57","","2007-07-10"
"4.69","","2007-07-09"
"4.72","","2007-07-06"
"4.65","","2007-07-05"
"4.58","","2007-07-04"
"4.55","","2007-07-03"
"4.55","","2007-06-29"
"4.63","","2007-06-28"
"4.62","","2007-06-27"
"4.62","","2007-06-26"
"4.63","","2007-06-25"
"4.65","","2007-06-22"
"4.68","","2007-06-21"
"4.66","","2007-06-20"
"4.64","","2007-06-19"
"4.67","","2007-06-18"
"4.63","","2007-06-15"
"4.71","","2007-06-14"
"4.72","","2007-06-13"
"4.75","","2007-06-12"
"4.69","","2007-06-11"
"4.66","","2007-06-08"
"4.67","","2007-06-07"
"4.6","","2007-06-06"
"4.6","","2007-06-05"
"4.55","","2007-06-04"
"4.58","","2007-06-01"
"4.55","","2007-05-31"
"4.53","","2007-05-30"
"4.54","","2007-05-29"
"4.45","","2007-05-28"
"4.43","","2007-05-25"
"4.41","","2007-05-24"
"4.4","","2007-05-23"
"4.38","","2007-05-22"
"4.34","","2007-05-18"
"4.31","","2007-05-17"
"4.21","","2007-05-16"
"4.21","","2007-05-15"
"4.19","","2007-05-14"
"4.16","","2007-05-11"
"4.17","","2007-05-10"
"4.17","","2007-05-09"
"4.15","","2007-05-08"
"4.16","","2007-05-07"
"4.18","","2007-05-04"
"4.19","","2007-05-03"
"4.14","","2007-05-02"
"4.11","","2007-05-01"
"4.1","","2007-04-30"
"4.16","","2007-04-27"
"4.14","","2007-04-26"
"4.11","","2007-04-25"
"4.1","","2007-04-24"
"4.13","","2007-04-23"
"4.17","","2007-04-20"
"4.12","","2007-04-19"
"4.12","","2007-04-18"
"4.11","","2007-04-17"
"4.15","","2007-04-16"
"4.15","","2007-04-13"
"4.12","","2007-04-12"
"4.11","","2007-04-11"
"4.09","","2007-04-10"
"4.11","","2007-04-09"
"4.05","","2007-04-05"
"4.01","","2007-04-04"
"4.04","","2007-04-03"
"4.01","","2007-04-02"
"4.01","","2007-03-30"
"4.01","","2007-03-29"
"3.99","","2007-03-28"
"3.99","","2007-03-27"
"4","","2007-03-26"
"4","","2007-03-23"
"4","","2007-03-22"
"3.97","","2007-03-21"
"3.99","","2007-03-20"
"3.96","","2007-03-19"
"3.93","","2007-03-16"
"3.92","","2007-03-15"
"3.92","","2007-03-14"
"3.88","","2007-03-13"
"3.94","","2007-03-12"
"3.96","","2007-03-09"
"3.88","","2007-03-08"
"3.86","","2007-03-07"
"3.9","","2007-03-06"
"3.89","","2007-03-05"
"3.9","","2007-03-02"
"3.93","","2007-03-01"
"3.95","","2007-02-28"
"3.91","","2007-02-27"
"4","","2007-02-26"
"4.03","","2007-02-23"
"4.07","","2007-02-22"
"4.03","","2007-02-21"
"4.01","","2007-02-20"
"4.02","","2007-02-19"
"4.02","","2007-02-16"
"4.03","","2007-02-15"
"4.06","","2007-02-14"
"4.13","","2007-02-13"
"4.11","","2007-02-12"
"4.08","","2007-02-09"
"4.02","","2007-02-08"
"4.03","","2007-02-07"
"4.04","","2007-02-06"
"4.08","","2007-02-05"
"4.1","","2007-02-02"
"4.11","","2007-02-01"
"4.08","","2007-01-31"
"4.13","","2007-01-30"
"4.13","","2007-01-29"
"4.11","","2007-01-26"
"4.11","","2007-01-25"
"4.07","","2007-01-24"
"4.06","","2007-01-23"
"4.04","","2007-01-22"
"4.04","","2007-01-19"
"4.04","","2007-01-18"
"4.06","","2007-01-17"
"4.04","","2007-01-16"
"4.04","","2007-01-15"
"4.04","","2007-01-12"
"4.01","","2007-01-11"
"3.97","","2007-01-10"
"3.96","","2007-01-09"
"3.95","","2007-01-08"
"3.94","","2007-01-05"
"3.89","","2007-01-04"
"3.94","","2007-01-03"
"3.96","","2007-01-02"
"3.99","","2006-12-29"
"3.99","","2006-12-28"
"3.95","","2006-12-27"
"3.91","","2006-12-22"
"3.87","","2006-12-21"
"3.92","","2006-12-20"
"3.93","","2006-12-19"
"3.94","","2006-12-18"
"3.9","","2006-12-15"
"3.89","","2006-12-14"
"3.86","","2006-12-13"
"3.8","","2006-12-12"
"3.82","","2006-12-11"
"3.84","","2006-12-08"
"3.79","","2006-12-07"
"3.8","","2006-12-06"
"3.76","","2006-12-05"
"3.75","","2006-12-04"
"3.74","","2006-12-01"
"3.81","","2006-11-30"
"3.85","","2006-11-29"
"3.83","","2006-11-28"
"3.87","","2006-11-27"
"3.89","","2006-11-24"
"3.9","","2006-11-23"
"3.89","","2006-11-22"
"3.9","","2006-11-21"
"3.9","","2006-11-20"
"3.92","","2006-11-17"
"3.94","","2006-11-16"
"3.93","","2006-11-15"
"3.9","","2006-11-14"
"3.91","","2006-11-10"
"3.94","","2006-11-09"
"3.94","","2006-11-08"
"3.96","","2006-11-07"
"4.01","","2006-11-06"
"4.02","","2006-11-03"
"3.92","","2006-11-02"
"3.89","","2006-11-01"
"3.93","","2006-10-31"
"3.98","","2006-10-30"
"3.99","","2006-10-27"
"4.02","","2006-10-26"
"4.08","","2006-10-25"
"4.11","","2006-10-24"
"4.11","","2006-10-23"
"4.08","","2006-10-20"
"4.08","","2006-10-19"
"4.06","","2006-10-18"
"4.06","","2006-10-17"
"4.04","","2006-10-16"
"4.06","","2006-10-13"
"4.05","","2006-10-12"
"4.05","","2006-10-11"
"4.02","","2006-10-10"
"3.99","","2006-10-06"
"3.91","","2006-10-05"
"3.86","","2006-10-04"
"3.89","","2006-10-03"
"3.88","","2006-10-02"
"3.9","","2006-09-29"
"3.89","","2006-09-28"
"3.88","","2006-09-27"
"3.87","","2006-09-26"
"3.83","","2006-09-25"
"3.89","","2006-09-22"
"3.92","","2006-09-21"
"3.98","","2006-09-20"
"3.98","","2006-09-19"
"4.02","","2006-09-18"
"4.01","","2006-09-15"
"4.03","","2006-09-14"
"4.01","","2006-09-13"
"4.01","","2006-09-12"
"4.03","","2006-09-11"
"3.99","","2006-09-08"
"4.03","","2006-09-07"
"4.03","","2006-09-06"
"4.02","","2006-09-05"
"3.98","","2006-09-01"
"4.01","","2006-08-31"
"4.03","","2006-08-30"
"4.06","","2006-08-29"
"4.08","","2006-08-28"
"4.07","","2006-08-25"
"4.09","","2006-08-24"
"4.1","","2006-08-23"
"4.09","","2006-08-22"
"4.1","","2006-08-21"
"4.11","","2006-08-18"
"4.13","","2006-08-17"
"4.14","","2006-08-16"
"4.19","","2006-08-15"
"4.23","","2006-08-14"
"4.21","","2006-08-11"
"4.18","","2006-08-10"
"4.17","","2006-08-09"
"4.18","","2006-08-08"
"4.19","","2006-08-04"
"4.22","","2006-08-03"
"4.19","","2006-08-02"
"4.17","","2006-08-01"
"4.18","","2006-07-31"
"4.22","","2006-07-28"
"4.24","","2006-07-27"
"4.25","","2006-07-26"
"4.26","","2006-07-25"
"4.23","","2006-07-24"
"4.24","","2006-07-21"
"4.29","","2006-07-20"
"4.3","","2006-07-19"
"4.35","","2006-07-18"
"4.3","","2006-07-17"
"4.3","","2006-07-14"
"4.31","","2006-07-13"
"4.32","","2006-07-12"
"4.32","","2006-07-11"
"4.36","","2006-07-10"
"4.38","","2006-07-07"
"4.49","","2006-07-06"
"4.51","","2006-07-05"
"4.5","","2006-07-04"
"4.47","","2006-06-30"
"4.47","","2006-06-29"
"4.53","","2006-06-28"
"4.51","","2006-06-27"
"4.53","","2006-06-26"
